author_id,name,affiliation_id
36043085900,Hiroyuki Hamada,60031225
35431416600,Stephen J. Líppard,60022195
35313911400,Oliver Maria Kind,60000762
9239264300,Jun L. Yang,119701274
7102261808,Pascual Parrílla,60029675
36071513500,Peter Rask Möller,60010586
36038915700,Nicholas J. Turro,60030162
35372621100,David H. Van Thiel,60018691
13002918700,Richard Shine,60019544
55221437100,Gen Sobue,60000264
26326667400,Alan J. Barr,60026851
56455824300,Peter John Morris,60026851
56393517800,Wei Zheng,60024890
36062383700,Kurt George M.M. Alberti,60011520
36047665000,Alain M. Fischer,60010578
35353341300,Carl J. Pepine,60013959
57191801446,Elio Riboli,60015150
36040844400,Hans Olov G. Adami,60032499
35380128600,Robert N. Weinreb,60030612
34975048300,Hoongkun Fun,60000906
14824389500,Ben M. Waugh,60022148
7202223817,Bert W. O'Malley,60006297
35445697700,Johannes D. Veldhuis,60018859
55427942300,Fusheng Pan,114322388
36050113100,Jean Maríe Pierre Lehn,60103368
36045370500,Gaetano Thiene,60000481
36049468200,Claus Detlef Claussen,60017246
24342648300,Zulfiqar A. Bhutta,60030319
7103202523,Josef Sebastian Smolen,60011394
7004987612,Nanqi Ren,60019616
55661525600,Runcang Sun,60069704
55463582600,Kazuhiko Koike,60025272
24316143100,Andr̀ew Endre Czeizel,60033004
24168891800,Qi Liu,60031031
35227741500,Sergey Yu Panitkin,60006221
7406667455,Duu-Jong LEE,60027709
7102265584,Michael J. Wingfield,60021902
36037088900,Kainan An,60005558
35069022600,Irina Petrovna Beletskaya,60007457
7410186688,Kinley M. Smith,112452866
7102181053,Michael J. Camilleri,60005558
36072101800,Xiaozeng You,60033100
7202905517,Henning Christian Hopf,60007902
35597696900,Piet M.A. Demeester,60033316
35462100600,John C. Huffman,60021121
35404307900,Ernest B. Beutler,60007103
56246000100,David Bergqvist,60003858
35475417000,Roklf Wilhelm Günther,60026245
36046605600,Jack L. Strominger,60009982
36037246700,Cornelia M. van Duijn,60032114
7403642450,John C. Reed,113627503
7003473419,Stephan W. Windecker,60069922
57205307740,Bagher Larijani,60027708
35425739900,A. Weizman,60022209
35268975500,Shuchen Li,60031031
35394831200,Richard B. Lipton,60002388
7501699579,Xiaohong Li,60010421
35377063800,Eliezer Masliah,60030612
7403289965,Hideki Yoshikawa,60013829
7103390478,Po-Ren Hsueh,60073385
7005942578,Michael G. Fehlings,60016849
36041080300,Christopher Glidewell,60022132
35377631700,Bruce L. Miller,60023691
7401496857,Robert Bruce Wallace,60024324
35374403700,Peter Tugwell,60028897
57202068397,John R.R. Yates,60007103
56448218100,Antonia D. Trichopoulou,60028900
56216848900,Waldemar Adam,60012689
36043349200,Miguel A. Válcarcel,117021657
36048808600,Robert C. Gallo,60012957
7202171576,Christopher Paul Cannon,60016782
6603408151,P. G. Mercadante,60001430
57192313816,Silvio Garattini,60029411
55418103400,Yuicchi Sugiyama,60025272
36063820300,Takashi Saito,60022867
56109615300,Hans S. Ågren,60003858
35512365500,Joseph L. Melnick,60002441
35459638700,Sankar Das Sarma,60020304
55412658800,Giorgio Walter Canonica,60107210
36040368300,Clause Bohn Christiansen,60009673
56431978500,Michael P. Bauer,60025676
35446128700,Jorma S.A. Viikari,60025765
10738868900,Richard W. Scott,121434510
7402384031,David K.M.D. Stevenson,60006475
56755517500,John A. Rogers,60007363
56240882700,Vladimir U. Smakhtin,60017563
36068588000,Dongsheng Li,60010580
36047602600,Harry B. Gray,60031581
35453885900,André R. Caprón,108261884
7006961556,Shinnji Uemoto,60030354
7005847637,Jun Xu,60073652
56239550500,Lininge Ning Sun,60019616
36047294100,Gerald Paul Bodey,60015023
7102945104,Jean Frédéric Colombel,60012981
7004828916,Olli T. Raitakari,60006876
56510763200,Chitang Ho,60030623
34768019000,Matthias Egger,60105053
9633926000,Ping Wang,60033100
7202074046,Ronald C. Kessler,60002746
7102757886,Gianni Tognoni,60029411
55429418200,Wolfgang Sterry,60026245
36045958600,Josè Carlos Pŕincipe,60013959
7201907353,Georges A. Guiochon,60016429
55428162700,Yoshiki Sawa,60013829
55382766900,Marc Humbert,60106118
14831821600,Di S. Wu,60017060
7203055860,Melitta Schachner,60030623
7601449946,Yong N. Chen,60003078
56223993400,Stefan Stefan Anker,60026245
36039213100,Jean Louis Montastruc,60021253
35600654700,Michael Thornton Longaker,60032838
35448581000,Kazunori Kataoka,116237715
7202522962,Aziz Sheikh,60110825
7005184741,Hugo Thienpont,60026810
56670058600,Avery A. Sandberg,60025361
36044888200,John J.P. Kastelein,60001157
34868964900,Erkang Wang,60019118
26643168800,Qing Huo Liu,60009254
16196751500,David B. Cline,60027550
55800249300,Brenda W. J. H. Penninx,60001997
35231140700,Gianfranco Parati,60012306
7401463172,David W. Macdonald,60026851
56395935900,Curtis C.A. Harris,60013409
36040863900,Brian M. Greenwood,60031331
35465100600,Stephen H. Safe,60020547
35403955200,Anthony Atala,60031437
35374343100,Junji Konishi,60030354
36039332000,Eugene V. Koonin,60001536
35461639700,Robert John Linhardt,60097957
7103228850,Herman Haller,60024052
7005393087,Vladimir I. Minkin,60025383
7404454720,Liangyu Zhao,60016835
7202263739,Roy J. Shephard,60016849
7202269191,Ryozo Nagai,60004225
7102593258,Rodolfo M. Montironi,60031624
7003595227,Vince D. Calhoun,60102515
35414577300,Mikhail Yu Antipin,60030978
35376245800,Frederick R. Appelbaum,60031859
7102718648,Jurgen T. Rehm,60015765
36045989900,Barry J. Maron,60001344
36038728300,Hans Ulrich Ḧaring,60022653
6701510003,Domenico Alessandra Scannicchio,60007278
6602195421,David M. Malon,60028609
35391040400,Robert J. Lefkowitz,60113147
35353135800,Neil C. Gehrels,60006337
7102633390,Kazuomi Kario,60102128
36038861200,Irving Lerner Weissman,60032838
35392647700,Alexandra Navrotsky,60014439
35350846200,Virginia Man Yee C. Lee,60006297
24533030400,Ronald G. Crystal,60007997
7102468831,B. C. Wen,60031863
55460247700,Takahashi Kadowaki,60025272
36046668400,Kohzoh Imai,60103898
35411645300,Masatomo Mori,60005935
36051313500,Leena Johanna Peltonen,60002952
35355123900,Markus M. Nöthen,60030465
24533001300,Enrico Drioli,60112436
7202850334,Peter M. Nilsson,60010392
7102343921,E. Bouza,60033237
35500200200,Dennis Shun Chiu Lam,121429535
35413930800,Tao H. Wu,60029306
35378140800,Suzanne Oparil,60027086
35369677100,Vasan S. Ramachandran,60022386
36046579200,Moses S. Elisaf,60029082
35599723200,Alfons Baiker,60025858
14054986200,Christian Hubert Roux,60008155
7406018124,Rakesh Anil Kumar,60029284
7101871975,Robert V.F. Janssens,60025111
7004391239,Mika Kivimaki,60010493
57196587983,Maurie M. Markman,60003500
36047824700,Michael A.J. Weber,60028048
35446087400,Gerald M. Reaven,60032838
13005355500,Dierk Raabe,60026606
7401699080,Zhongyang Luo,60003970
7005710405,D. T.L. Shek,60008928
57202479063,Sanjay Kumar Singh,60019106
36038489100,Dirk Jan Van Veldhuisen,60010023
16471950000,Douglas F. Easton,60031101
7202780902,Manfred M. Kirchgeßner,60019722
35595991200,Burke A. Cunha,60027049
35231590700,Ivan Sỳkora,60001987
8429916300,Xueyuan Jian Zhang,60014454
56746516200,Javed Iqbal,60043504
55171198600,Ernst Johan Kuipers,60032114
35374635500,Charles F. Reynolds,60027565
9336426400,Xiaoyuan S. Chen,60027085
7006495387,Mark G. Lathrop,60002494
35420830300,Tornoji Kawai,60024322
35405204300,Daniel I. Sessler,60021160
55031224200,Robert H. Fagard,60025063
36014864700,Enbo Boo Wang,60009509
35373080600,Colin L. Masters,60026553
35353616700,Hiroshi Yamashita,60090377
33267681700,Maurizio Fava,60029929
56236886700,Claudio Franceschi,60104781
7404094053,Yen Wei,60029740
35415442600,Robert Alan Rosenheck,60017994
7402678305,Shanhui Fan,60012708
7102638119,David F. Cella,60013227
57199296506,Robert John Wilson,60004179
36077276000,Hiroyuki Kato,60021475
36040369400,Jean L.F. Woo,60002798
36037136400,Wolfgang Knoll,60103936
16244924200,Suzanne Gascon,60023578
56447806500,D. J. Hunter,60011192
35379821900,Yuji Matsuzawa,60021709
34770762300,Youngho Kim,60014156
25222470100,Warren Clarida,60024324
7102349252,Bonaventura Clotet,106455007
7102016311,Raymond Camille Vanholder,60068590
55708394900,Robert Alan Good,60011951
55075291000,Felice Petraglia,60021859
36065520300,John C. Bartlett,60005248
36047230700,Toshitaka Nabeshima,122238271
36042305900,Isisdre Ferrer,60001576
7101886689,Dafna D. Gladman,60016849
7007083597,Martin Jan Schalij,60015618
7006850485,Eduard Vieta,60001576
36065356900,Hongjun Jian Li,60005816
7102275418,Hans Ulrich Kauczor,60003280
7005317926,Artur Kalinowski,60013756
36037500200,Stanley Isaac Rapoport,60017252
35319469200,Shuseng Shen Zheng,60057894
8335139800,Xiaofeng Zhang,60101772
56253704800,Florian J. Holsboer,122025777
55944683800,Gennadiĭ Andreevich Mesyats,60009114
7103013345,Bekir Sami Yilbas,60009506
36079131500,Yong He,60003970
36062590400,Alexis T. Bell,60007174
36048656200,Michael E. Thase,60006297
35598285900,Roger W. Byard,60009512
35379345100,Désiré C. Collen,60025063
35378418400,Tetsuya Ishikawa,60016648
7102866709,H. Ahmad,60029157
7102696936,Iván Gutman,60068809
57204151694,Gregory Y.H. Lip,60020661
56289725200,Madiha A. Ahmad,60064058
7201545646,George Perry,60003212
7201392166,Charles H. Hennekens,60017606
26640178500,Jan K. Buitelaar,60016529
7101995142,Ronald W. Busuttil,60005247
36064172000,Rudolf J. Kaaks,60017059
36042140400,Anthony E. Lang,60016849
7406719568,Qingling Zhang,60031863
7201660094,Hideyuki Okano,60025252
7007179429,Johannes Kornhuber,60029931
36572473200,Violker G. Schumpelick,60001097
36040468400,Paolo Dario,122555490
35428649500,Frank Junior Veith,60021784
57206652899,Shihann Chen,60069716
36484488700,Leroy E. Hood,60003238
36051317800,Yoshifusa Aizawa,113013493
36042249400,Erland Erdmann,60024025
35415210400,Hans Günther Beger,60010586
7402420635,Tutomu Chiba,60032227
36038043000,Jean Thivolet,60069009
35373878900,Jane A. Cauley,60003742
16196411000,R. F. Bishop,60006164
7403418825,Yong zhen PENG,60022281
55853794100,Angela V. Vincent,60026851
35428581800,Nico Van-Rooijen,60008734
31767462300,Blossom Yen Ju Lin,60007269
24377221400,Graham Warwick,121161098
7201747500,Lester S. Andrews,60021918
57204262624,Meyer Michel Samama,60019163
57195616649,Eviatar Nevo,60002999
55665293600,Jeff T.H.M. De Hosson,60010023
7103216697,Yoshiki Chujo,60011001
57205348787,Paras N. Prasad,60068673
57203177938,Michael W. Weiner,60023691
7409189230,Lili Wang,60031419
7201745735,Academician Khokhlov,60007457
57201069500,Muhammad Nawaz Tahir,60038659
57200076062,Bernhard Meier,60010987
55449276500,John A. Spertus,60007056
36079802100,Xiaohong Wang,60009509
36071456600,Qunji Xue,60117387
35501461500,Mojtaba Shamsipur,60021967
35461990200,Hillary Koprowski,60010803
35373396900,Oluf Borbye Pedersen,60030840
35237924900,Karl Heinz Kück,60022215
7201611381,Michael A. Pfaller,60024324
56593718800,Wei Liu,60025761
35381188800,William H. Frishman,60029961
35380041500,John Dorrance Minna,60092486
35311803300,Tzibun Ng,60002798
7403729064,Jun L. Yan,60022659
35451190300,Akira Fujishima,60025141
55695478300,Steve Eric Humphries,60022148
55252500400,Takashi Taniguchi,60002414
55216757300,Masatoshi Kudo,60000005
36040917900,Scott T. Weiss,60002746
7102086687,Antonella Tosti,60021519
55318581500,James T. Willerson,122671847
36051566100,David H. Sachs,60029929
36050137000,Donald L. Resnick,60030612
36013356400,Tetsttji Kämetani,60003677
18033457700,Clifford R. Jack,60005558
35926874100,Paul J. Rutgeerts,60003434
35445133800,Jon C. Clardy,60002746
35232282500,Camille Bélanger-Champagne,60030168
8675988700,Xuesi Chen,121482405
57190242812,Qinghuo Liu,60008724
55223359000,Robert G. Webster,60019905
52063654000,Xiaogang Li,60018273
23399036200,Jie Zhang,60025084
7501398478,Ke Wang,114286816
7202019383,Christopher B. Granger,60030982
7101791147,J. M. Ordovas,60103639
7101696674,Luis Alberto Moreno Aznar,60033019
7006512066,Nikolaos S. Papageorgiou,60002947
56681756500,Soeren Brandt,60022195
36041769200,Patrick M. Bossuyt,60001157
35482471900,Charles Saul Lieber,60014232
35431952500,Andrew J.P. White,60015150
7701341657,JianGuo Wang,60026282
7201408499,Yoshiki Tokura,60005684
7103381558,Ning Xi,60031707
7007170557,Børge Grønne Rge G. Grønne Nordestgaard,60030840
55892223000,Koh Okumura,60009740
35462351600,Bo Ahré́n,60029170
7006024584,Sandro Galea,60019674
35374154100,Franco Mandelli,105233253
57202677769,Robert Henry Gilman,60006183
36048418300,Nora D. Volkow,60020468
25646551800,Manoj Ravi Pavan Kumar,60000078
7202285914,Yoshio Bandô,60002414
36051280800,David A. Isenberg,60022148
36047973900,Philip K. Hopke,60026227
35227606200,Mark A. Mandelkern,60016081
35374213400,Bruce M. Psaty,60015481
35227565500,Chaeyoung Hoon O. Lee,60013682
24921695300,Zhiqiang Li,60013268
57203599042,Barbara Eden Kobrin Klein,60032179
56034166800,Xinpengu Tian Zhang,60008264
55527083200,Peter Mc Laren Black,60010365
55246366200,David Alan Bennett,60018691
36046915000,Qiang Fu,60002798
7202893448,D.C. Rao,60033125
35502803600,James G. Fujimoto,60022195
34770473800,Yanyan Gao,110167480
57205314636,Julian Alfredo Martínéz,115933337
55539304100,Guangzhong Yang,60015150
36062692700,Youngjin Kim,60013400
35599382600,Titus Hendrik Jan Huisman,101893981
35570837800,Helmut F. Sinzinger,114856830
35406695900,Kenner C. Rice,60016730
35372693900,Fred H. Gage,60032445
25621725700,Jianfeng Ma,60025578
7102105011,Nitish Vyomesh Thakor,60017161
7007161470,Swaminathan Vasu Kailas,60014097
57198197973,Wolfgang Hermann Öertel,60024007
36065675100,Ralph B. D'Agostino,60018701
35353256700,Scott M. Grundy,60014739
7402748962,Thomas C. Quinn,60017336
57209093328,Lars Valeur Köber,60006564
56468905200,Bernard A. Hamm,60026245
55660206600,Aeilko Having Koos Zwinderman,60002483
7102759272,John A. Kanis,60001881
7007063399,Jacek Namiesnik,60027012
57192120844,Guy Armand Rouleau,60002494
35513908800,B. L. Feringa,60010023
35407695500,Douglas S. Kondziolka,60032105
35380220500,Bruno H.Ch Stricker,60032114
35379799100,Gerd Rüdiger Burmester,60026245
16044343100,Takashi Yamada,122001590
7501854159,Xiang Wang,60031031
7007032846,Christian Torp Pedersen,60022134
56623994700,Christopher Martin Dobson,60031101
36076797400,Yoshizumi Yazaki,60022886
7004101811,Masoud Salavati-Niasari,60023478
35595639800,W. De-Souza,60000036
35403525000,Kian Fan Chung,60010719
35378641700,Mihai Gheorghe Netea,60002573
7405547395,Junhu Zhou,60003970
7202543857,Tomoyuki Kawada,60018600
7103076454,Hans Selye,100535241
56153245600,Junming Liu,60033100
55540027400,Xiaojun Huang,113202284
57203953929,Masayuki Yamamoto,60008435
36066918700,Ruedi H. Aebersold,60025858
36039976900,Eugene H. Blackstone,60021160
36078643000,M. Laakso,60103673
35596075800,Jean Charles Schwartz,112735147
7202422456,Éliane G. Glückman,60072608
7102358027,Jim Van Os,60007895
55141388100,Carsten Bokemeyer,60005036
36042037400,George F. Koob,60020468
36041163400,Wim C. J. Hop,60015627
35474829200,Robin D. Rogers,115823900
35379887700,Nancy A.N.G. Jenkins,60015023
35232216700,Dennis L. Murphy,60003158
7102367063,Jawed Faréed,60017216
55765887300,Michael R. Hayden,121862598
55303837200,Thomas Meinertz,60005036
35374759300,Neal G. Copeland,60015023
35373258800,Michael J. Keating,60015023
35373337300,Werner H. Poewe,60008222
15031490600,Xin X. Chen,60003970
8727171100,Eva Maria Peters,60016924
8294618800,Hongwei Wang,60073652
7409282199,Xiaoming Liu,60014643
7405458795,Pengfei Wang,60000937
7203019014,Péter H. Bauer,60021931
7202398458,Toshiharu Nagatsu,60026940
7201607699,Freddie H. Fu,60015543
7102574024,Heinz-Erich Wichmann,60024007
7005864738,Tooru Shimosegawa,60016416
56529787100,Steven Alexander Narod,60103057
7401571059,Tai Shung Neal Chung,60017161
56284453500,Jerome I. Rotter,60016081
55630916600,Xiaoou Shu,60006475
36045216300,Andreas G. Tzakis,60029770
35547337300,Goodarz A. Ahmadi,60026227
7101824094,Patrice P. Cacoub,60001422
55551143800,Andrea Natale,107977234
22134061800,Annamaria Maria Colao,60017293
7409391905,Yixian Yang,60016930
7202626958,Johan Gunnar Eriksson,60002435
7004829136,Weihua Gui,60017060
36045500600,Ludwig Karl von Segesser,118255919
57200537974,Mohammad Abdollahi,60027708
55147513700,Frank C.C. Verhulst,60032114
35500896800,Klaus I. Púschel,60029681
7201548542,Ismail A.F.,60021005
55540158700,Steven V. Ley,60031101
35509595400,Viswanathan Krishna Mohan,60000055
35496753700,William E. Acree,60024438
7203087223,Richard Jay Wurtman,60022195
7101763889,Frederick Haesebrouck,60033316
36071507000,Rongfu Wang,60031031
36045793700,Bernárd Pierre Roques,60000905
35480510900,Eberhardt Nieschlag,60004582
24780933300,Tong Heng Lee,60017161
16231070900,Manoj Kumar Sharma,60031541
7103203284,Kazuyuki Aihara,60025272
7101749267,John R. Falck,60014739
35372587300,Adi F. Gazdar,60092486
7102809178,Peter L. Choyke,107453198
7007101709,Oscar Castillo,60007423
7005289082,Enrico Zio,60023256
36039440700,Ian O. Ellis,60019535
35448793100,Lars Edvinsson,60014077
26643471200,Lars Lind,60003858
23065608300,Jianfeng Chen,60021843
23033821300,Elias Coniavitis,60025641
7403091801,Sergey V. Ivanov,60000297
7005128430,Albert Y. Zomaya,60025709
56455960800,Peter H. Wiernik,114378803
35432559100,Gregory Eugen Morfiłl,121063394
7005218440,Magnus Bruze,60010392
35459653500,Hans Georg̀ von Schnering,60016924
35432492700,Peter A. Ward,60033182
7403027697,Younan Xia,60019647
7402629359,Wayne D. Hall,60031004
7202834856,Gêrald Edgard Piérard,60031276
56927111700,Rong Zhang,60033100
36080126400,Junlin He,115392799
35371408000,Pierre Fénaux,60002900
25421265100,Adrian Ernest Bauman,60010710
16156962000,Yuichi Ikuhara,106560495
7404312372,Jean Martinez,60024243
7103013737,Miguel Ángel González-Gay,60016218
7102250237,Michael Michael A. Matthay,60023691
35618760400,Ronald R. Yager,60013810
35454101200,Marilyn M. Olmstead,60014439
35228717800,Carlo Caltagirone,60014416
34975080100,David Gozal,60007541
7401665359,Donald Ross Paul,60013372
7007049752,Gerhard Fettweis,60018353
57208454951,Yongping Yang,113105463
56457771800,Eric B. Rimm,60016782
56401594400,Alexis Bricé,60021567
36078697200,David A. Cooper,60006989
36045658200,Hans Joachim Gabius,60028717
35398726900,Thomas J. Walsh,60007776
35372510200,Susan M. O'Brien,60007278
26643560600,Joseph Tak Fai Lau,60108865
36078145500,Jianfei T. Wang,60019118
36077582900,Gang Z. Liu,60018308
36049237700,Arthur J. Moss,60024746
36043066900,Franz H. Messerli,60020486
35493918000,Aharon Gedanken,60106789
7102576479,J. L. Volakis,60003500
56488383400,C. Richard A. Catlow,60022148
56248478800,Gerhard E. Ehninger,60025676
36047488000,Robert J. Jérôme,60000964
23473846800,Bo Løfgren,60001117
57203052068,Vincenzo Barone,60030674
8626109000,Wei B. Wang,60017060
7006139754,Jagat Narula,60026273
57205893979,Thomas F. George,60012370
56450243500,Andrew Kenneth Burroughs,60029204
55666950100,C. Ronald Kahn,60002746
36051219100,Jean M.J. Fréchet,60025038
36041375900,Yasunaru Kawashima,60016372
21935170800,Domenico Ribatti,60031123
7103185149,Markus Antonietti,60006384
7101644677,H. Phillip Koeffler,60106362
56386887800,Serge Herçberg,60009647
35379249300,Hirofumiand Makino,60023147
7102745366,Jan F. Tack,60025063
7101710953,Torello Maria Lotti,113434702
56586971400,Robert Alan Kloner,60015183
55374688300,Kikuo Nomoto,60011047
55335677000,Ferdinando Nicoletti,60032350
35448600800,David Henry Pashley,60105348
7202649236,Jean L. Lecomte,60000964
7202183777,Alan M. Bond,60019578
7102424966,Thomas H. Marwick,60033409
7101676266,Tom D. van der Poll,60001157
36047010400,Julie E. Buring,60032499
35547194700,Étienne Émile Baulíeu,60106017
35474937100,Tilmann Sauerbruch,60007493
35425287500,James R. Sowers,60006173
35372929500,Arturo Casadevall,60006183
36848420600,Yutaka Imai,60028799
35403028000,Bo A.I. Ḿonemar,100564158
35298595900,Jun W. Chen,60008060
35187394200,Yanping Li,60009400
7202208250,Santé S. Tura,60028218
7004497868,David S. Knopman,60005558
57201786451,Osamu Yoshida,60013473
35598410100,Gilbert A. Lagrue,60000999
35400456000,Barry D. Kahan,60021568
35376715600,Kurt H. Huber,60003041
15132101700,Martin Karplus,60103368
7101765741,Thomas Jay Webster,60028628
56658033800,Victoria J. Martin,60027272
56158591600,Takashi Nakamura,60011001
36048591800,Jack Michael D. Guralnik,60012957
36038371200,Naoyuki Taniguchi,118424400
35447094700,Pierre L. Corvol,60010578
35427587900,Itzhak G. Brook,60023927
35415007100,Katsuhiko Mikoshiba,60025252
35400009900,Javier Ruiz,60005286
35371212100,Charles Bernard Hǐggîns,60017805
21233541800,P. V. Giannoudis,60012070
7202088387,Shu Ye,60033125
7101785877,Stephen Keith Tyring,106961958
36050290800,Keiji Morokuma,60011001
35601296700,Richard I. Shader,60015849
7201356302,Curtis Klaassen,60001534
7006208502,Eric A.P.E. Steegers,60032114
57203632673,Erminio Silva J.A. Costa,60003158
36047515700,Eishiin E. Tsuchida,60023462
36043401300,Adriano Piattelli,60004638
35463381000,Gholam A.M.D. Peyman,60010065
26643155300,Ikhlas A. Khan,60020462
7102712220,Niels Erik Skakkebæk,60030840
56662814100,Henry Völzke,111695237
36048126300,Bertram A. Pitt,60025778
35588010400,Josep M. Guerrero,60022134
35426378300,Patrick D. McGorry,60026553
26643399300,Jaume Llibre,60023020
26643270000,Yongfeng Lu,60026306
24445026500,Toshifumi Hibi,60006321
56042878100,Dirk Schadendorf,60007896
55956533700,Thomas Felix Lüscher,60024930
36050973600,Paul P. Franchimont,60016829
36050413200,James Andrew McCammon,60030612
35411857000,Jean E.F. Rivier,60023253
35394613100,Lance Allen Liotta,60018319
35351382000,Burton E. Sobel,60010261
7405460611,Ping Wang,60019616
7202279285,Hugo Karel van Aken,60006490
57204056414,Yuang Hu,60019118
36068227600,Lawrence C. Corey,60003625
36038296400,Abba J. Kastin,60021235
8913502600,Antonio M. Gotto,60014933
7202059726,Anjan Biswas,60006393
7005196824,Vladik Kreinovich,60007801
55426507500,Juergen Ferdinand Riemann,60022960
36042831900,Nicholas A. Peppas,60013372
35476589900,Peter James Goadsby,60022106
35377410100,Éric Hachulla,60107862
7403575683,Nobuyoshi Shimizu,60025997
56714659000,Antoni Serra Torres,60102756
55326023200,Kohji Abe,60023147
35375703700,Geoffrey A. Donnan,60026553
7405617934,Xiaofeng Sun,60020745
7404988626,Hiroshi Inoué,100350638
7005836769,Johan Wouter Jukema,60015618
7005723396,Thomas Gries,60115296
57203055845,Thomas Z. Hummel,60025988
36071644600,Min C. Xu,60026209
35446087100,Sangwook Cheong,60030623
35415169100,Christian G. Guilleminault,60015615
57203080783,Gary S. Stein,60009500
35355942700,Michio Sata,60001377
7501683475,Chengfeng Cheng Li,60018308
7203008781,Sheng Dai,60024266
55429942500,Yangsoo Jang,60095571
36051370300,Hans Dieter Volk,60026245
36049233300,Gerald S. Berenson,117463380
35378176800,Jean Yves Reginster,60000964
22037011200,Xiaoyan Wang,60026295
36047514600,Roberto Ferrari,60086672
35461898000,Gijs A.D. van der Marel,60070180
13403991000,Wei Song,60016835
7102842279,Galen D. Stucky,60029241
55225457000,Volkeir Diehl,60008658
35564759900,Zdeněk Z. Bažant,122712478
35414733000,György Csaba,60024812
34668667400,Bingshe Xu,60013268
36039577500,Joseph Lawrence Katz,60013959
35415354700,Inderbir S. Gill,60029311
35378051900,Eugene Donnall Thomas,60028548
24401135900,Carlos Lacasta,60002644
7403533715,George Klein,60019295
7601328283,Yingying Zhang,60019118
7201860833,Rénée E. Frydman,60009848
7102600334,Dacheng Tao,60025709
7102230208,Keith W. Muir,60004546
55520631100,Rutger Anthony Van Santen,60032882
35377284800,Adriano Lazzarin,60082964
26643217800,Bin Li,60004828
7006990678,Daniel J. Rader,60032256
7006047770,David A. Bluemke,60026851
36067472200,Jinghua Zhang,60026981
35416440900,Rudolph Pichlmayr,60024052
34567876000,Carlos Arturo Camargo,60029929
25647616000,Jürgen Eckert,60028349
7202051416,Daniel D. Von-Hoff,60009543
7004584169,David H. Saxon,60001490
57201513357,Andreas Heinz,60026245
56087496700,Davood Domiri Ganji,60089290
36046651600,Donald W. Pfaff,60026827
35414309600,Peter Valent,60011394
35381644400,Jack Hirsh,60026748
7202925574,Amos D. Korczyn,60005037
7004440960,Arumugam Manthiram,60013372
56705814400,Naohiko Yamamoto,60003303
35417033000,Bernard A. Moss,60017336
35393492100,Peter R. Carroll,60023691
7401959760,Weihong Tan,60087536
7202197226,Junbo Ge,60009860
57203210868,Reinhard G. Dummer,60007456
54970782900,Shenming Chen,60012392
36042840300,Johan Pieter Mackenbach,60032114
35518370600,Jaap S. Sinninghe Damsté,60004789
35393586800,Otto Braun-Falco,60028717
35377910100,Christopher T. Walsh,60012708
35207042200,Bing Y. Wang,60104152
7410382485,Kenichi Yoshida,60002561
7401589879,Tadamitsu Kishimoto,60024322
7102224432,Razelle Kurzrock,60086300
7004539220,Anne Marie Api,60029178
57193618515,Guibing Bin Jiang,60010689
55973981300,Lee Joseph Melton,60005558
55415098300,Derek Harold R. Barton,60020547
36040393500,P. M. Rossini,60031984
35495729400,Willem Meindert de Vos,60004156
35394468400,Norihiro Kokudo,60022886
56142584700,JMD Coey,60011149
7101602863,V. Di Marzo,60032619
36042907800,Ronald B.H. Herberman,60001361
35447152000,Philippe H. Dubois,60010758
7202591555,Peter A. Libby,60016782
7102963869,Edward C. Benzel,60000305
7102621894,Mohit Bhandari,60031828
7007006081,Helmar Görls,60067411
7005173285,Martin Nieger,60002952
56485157500,Myungho Jeong,60017234
55520355200,Shoji Tuji,60025272
36013345900,Binjiang Wang,60000705
7101617884,Lloyd John Old,60009343
57203234033,Kenneth B. Storey,60017592
55455767400,John Rothwell,60022148
35395866600,Hein J.J. Wellens,60070744
7202237642,Jeffrey Alan Lieberman,60029358
55951886600,François Diederich,60025858
55507410200,Masao Tanaka,60004091
36065169100,Lili Liu,60018205
36063054800,Marco Trabucchi,117025960
36044970600,Antti I. Vaheri,60002952
35598563000,Alain Larcan,60015843
16684837100,Hiroaki Shimokawa,60016416
7101632209,Dick Tibboel,60015627
57196127758,Liqun Zhang,60021843
56438762600,João C.L. Carvalho,60020985
36065493500,George A. Wells,60011635
35399577500,Ming Tso Tsuang,60030612
7102610425,William J. Sandborn,60030612
7102111367,Faïez Mohamed Zannad,60104289
7006028542,Sh E. Mallakpour,60028174
36038082400,Joseph R. Lakowicz,60014653
36013189400,Jinyoung Kim,60007215
7202832504,Christian H. Herfarth,60003280
7102669750,Ning Gu,116397007
7102565361,Carmine Zoccali,114145447
7102295300,Massimo Volpe,60084996
35493196700,Chi-Huey Wong,60016969
35467352200,Tony L. Yaksh,60030612
35463476100,Mitsuru Akashi,60024322
55503918300,Xaver Baur,113451034
36041167800,Stephen S. Hecht,60029445
35401342800,Ashley Barry Grossman,60021435
35397409800,Yoshiki Miyachi,60030354
7202778154,Jõao A.C. Lima,60005248
7101880041,Georg C. Bartsch,60022135
56582664800,Aibing Yu,60019578
35467423800,Alan John Lough,60016849
35380236300,Désirée van der Heijde,60015618
35276825600,James D. Winefordner,60013959
55655138300,Bernd Walter Scheithauer,60005558
35376854400,Augusto Descalzi Pichard,113477717
35374106200,Joseph F. Fraumeni,60013409
16658281100,Ludwig Acker,60000401
7404664475,Hailiang Zhu,60033100
7202925243,Samuel J. Danishefsky,60030162
7103385099,N. Danchin,60028950
