affiliation-name	city	country	aff_id
Postovsky Institute of Organic Synthesis of Ural Division of Russian Academy of Sciences	Yekaterinburg	Russian Federation	60108903
Heart Care Foundation	Florence	Italy	106005920
Saint Joseph's Hospital Hamilton	Hamilton	Canada	60028591
Florida Institute of Technology	Melbourne	United States	60010339
Instituto de Salud Global de Barcelona	Barcelona	Spain	60105961
Tokai Gakuen University	Nishikamo District	Japan	60006061
Beijing Institute of Pharmacology and Toxicology	Beijing	China	60069738
Southern Illinois University School of Medicine	Springfield	United States	60021399
Max Planck Institute of Biochemistry	Planegg	Germany	60006070
University of Crete Medical School	Heraklion	Greece	60012413
Murdoch University	Perth	Australia	60019939
Asian Pacific Renal Research Promotion Office	Tokyo	Japan	121668962
La Trobe University	Melbourne	Australia	60006925
Universitat Politècnica de València	Valencia	Spain	60011476
Institute for Single Crystals	Kharkov	Ukraine	60068505
K.A. Rudolfstiftung	Vienna	Austria	112755228
Changchun University of Technology	Changchun	China	60011500
Deutsches Herzzentrum München	Munich	Germany	60009138
Chelsea and Westminster Hospital	London	United Kingdom	60002484
Universiti Kebangsaan Malaysia	Bangi	Malaysia	60001821
University of Technology Sydney	Sydney	Australia	60023932
Australian National University, Fenner School of Environment and Society	Canberra	Australia	60082291
Universitätsklinikum Schleswig-Holstein Campus Kiel	Kiel	Germany	60005542
Umeå Universitet	Umea	Sweden	60031040
IRCCS Fondazione Mondino	Pavia	Italy	60083543
Lady Davis Institute for Medical Research	Montreal	Canada	60022165
Tokyo Institute of Technology	Tokyo	Japan	60031126
Hôpital Necker Enfants Malades	Paris	France	60026877
Universidad de Santiago de Compostela	Santiago de Compostela	Spain	60028419
Einhorn Clinical Research Center	New York	United States	106744736
Universitätsspital Basel	Basel	Switzerland	60028287
Postgraduate Institute of Medical Education & Research, Chandigarh	Chandigarh	India	60000137
University of Southern California, School of Pharmacy	Los Angeles	United States	60013994
Toyota Physical and Chemical Research Institute	Aichi Prefecture	Japan	100319770
Beijing Jiaotong University	Beijing	China	60022381
Donghua University	Shanghai	China	60010953
University of Arkansas for Medical Sciences	Little Rock	United States	60024885
Istituto di Radiologia di Universita Cattolica del Sacro Cuore di Roma	Rome	Italy	60073826
IRCCS Centro Neurolesi Bonino Pulejo	Messina	Italy	60083082
Alacris Theranostics GmbH	Berlin	Germany	60111412
Universitätsklinikum Würzburg	Wurzburg	Germany	60032515
Jiangnan University	Wuxi	China	60007029
UT Southwestern Medical Center	Dallas	United States	60026695
Amity University, Noida	Noida	India	60076774
Helsinki University Hospital	Helsinki	Finland	60016987
Universidad de Navarra	Pamplona	Spain	60033320
Johns Hopkins Medical Institutions	Baltimore	United States	60003443
St George Hospital	Sydney	Australia	60000260
Yale Cancer Center	New Haven	United States	60030849
Arizona State University	Tempe	United States	60003892
University of Virginia Medical School	Charlottesville	United States	60030846
Hospital Ramon y Cajal	Madrid	Spain	60021609
Consiglio Nazionale delle Ricerche	Rome	Italy	60021199
Chungnam National University	Daejeon	South Korea	60022417
Osaka Police Hospital	Osaka	Japan	60005887
University of Fribourg	Fribourg	Switzerland	60024631
Niigata University School of Medicine	Niigata	Japan	60027970
Korea Maritime and Ocean University	Busan	South Korea	60013361
Azienda Ospedaliera Carlo Poma	Mantova	Italy	60073818
Università Cattolica del Sacro Cuore	Milan	Italy	60024053
City of Hope National Med Center	Duarte	United States	60007474
Le Centre Régional de Lutte Contre le Cancer Léon Bérard	Lyon	France	60018084
Tarbiat Modares University	Tehran	Iran	60032053
California Pacific Medical Center	San Francisco	United States	60021137
UC Merced	Merced	United States	60009164
Max Planck Institute of Molecular Plant Physiology	Potsdam	Germany	60027725
Korea Advanced Institute of Science & Technology	Yusong	South Korea	60032144
National Institute of Public Health and the Environment	Bilthoven	Netherlands	60026125
Università degli Studi di Messina	Messina	Italy	60011576
Università degli Studi di Trieste	Trieste	Italy	60018363
McGill University, Montreal Neurological Institute and Hospital	Montreal	Canada	60030616
University of Electro-Communications	Chofu	Japan	60032315
Università degli Studi di Perugia	Perugia	Italy	60003003
Royal Adelaide Hospital	Adelaide	Australia	60031564
Universidade de Sao Paulo - USP	Sao Paulo	Brazil	60008088
Forschungszentrum Jülich (FZJ)	Jülich	Germany	60007774
International Digestive Cancer Alliance	Munich	Germany	118591509
Genoscope - Centre National de Séquençage	Evry	France	60032631
Shizuoka Cancer Center	Sunto District	Japan	60024194
Instituto de Investigación Sanitaria La Fe	Valencia	Spain	60105312
Henry Dunant Hospital	Athens	Greece	60022782
Institute of Intelligent Machines Chinese Academy of Sciences	Hefei	China	60026316
Klinikum der Universität Regensburg und Medizinische Fakultät	Regensburg	Germany	60020016
Sasebo Chuo Hospital	Sasebo	Japan	60022252
Royal Marsden Hospital, London	London	United Kingdom	60027057
Biohit Oyj	Helsinki	Finland	60099725
Institute of Biology Leiden	Leiden	Netherlands	60017766
Iwate Medical University	Morioka	Japan	60016350
Kwangwoon University	Seoul	South Korea	60013866
New York Presbyterian Hospital	New York	United States	60018043
Kulmbach Hospital	Kulmbach	Germany	108559718
UNESP-Universidade Estadual Paulista	Sao Paulo	Brazil	60006028
Jozef Stefan Institute	Ljubljana	Slovenia	60023955
IRCCS San Raffaele Pisana	Rome	Italy	60103767
Fujian University of Technology	Fuzhou	China	60083503
Hanyang University	Seoul	South Korea	60024872
Institute of Soil and Water Conservation Chinese Academy of Sciences	Yangling	China	60031248
State Key Laboratory of Physical Chemistry of Solid Surfaces (Xiamen University)	Xiamen	China	60082500
CREAF - Centre de Recerca Ecològica i Aplicacions Forestals	Cerdanyola del Valles	Spain	60022367
The University of Hong Kong, State Key Laboratory of Brain and Cognitive Sciences	Hong Kong	Hong Kong	60114496
National University Health System	Singapore City	Singapore	60106366
University of Arizona Cancer Center	Tucson	United States	60020301
Inflammation Research Center	San Diego	United States	115493687
Uniwersytet Jagielloński w Krakowie	Krakow	Poland	60021361
Uniwersytet Mikołaja Kopernika w Toruniu	Torun, Kujawsko-Pomorskie	Poland	60021858
Centro de Investigação em Materiais	Caparica	Portugal	60024410
School of Chemistry and Biochemistry	Atlanta	United States	100333940
Sbarro Health Research Organization	Philadelphia	United States	107423435
Universitetet i Oslo	Oslo	Norway	60010348
Yong Loo Lin School of Medicine	Singapore City	Singapore	60026680
University of Arkansas - Fayetteville	Fayetteville	United States	60004862
University of Mysore	Mysore	India	60013290
Kagoshima University	Kagoshima	Japan	60028088
University of Tsukuba	Tsukuba	Japan	60014256
University Heart Center Zurich	Zurich	Switzerland	116586678
National Heart, Lung, and Blood Institute	Bethesda	United States	60005281
KKR Sapporo Medical Center	Sapporo	Japan	113125871
UCI School of Medicine	Irvine	United States	60007988
Saint Boniface General Hospital	Winnipeg	Canada	60014191
National University Hospital, Singapore	Singapore City	Singapore	60031325
Xijing Hospital	Xi'an	China	60069708
Woodend Hospital	Aberdeen	United Kingdom	60000091
Universiti Malaysia Perlis	Arau	Malaysia	60090652
Policlinico Tor Vergata	Rome	Italy	60005075
Columbia University, College of Physicians and Surgeons	New York	United States	60011605
University of Lille	Villeneuve-d'Ascq	France	60104665
Flanders Make	Lommel	Belgium	60007631
Universidade do Porto	Porto	Portugal	60007249
Guangdong University of Technology	Guangzhou	China	60007155
CHU Montpellier	Montpellier	France	60031773
VSB – Technical University of Ostrava	Ostrava	Czech Republic	60018768
Tokyo Dental College	Tokyo	Japan	60011473
Göteborgs Universitet	Gothenburg	Sweden	60016437
UCL Institute of Child Health	London	United Kingdom	60012662
The Mount Sinai Hospital	New York	United States	60004670
The Ruth and Bruce Rappaport Faculty of Medicine	Haifa	Israel	60029896
University of Calgary	Calgary	Canada	60002306
Polytechnique Montréal	Montreal	Canada	60019141
Health Sciences University of Hokkaido	Ishikari District	Japan	60017610
Northwest A&F University	Yangling	China	60031041
Academia Sinica, Institute of Astronomy and Astrophysics	Taipei	Taiwan	60091990
The Wilmer Eye Institute at Johns Hopkins	Baltimore	United States	60015891
Nanjing University of Aeronautics and Astronautics	Nanjing	China	60021666
Paracelsus Medizinische Privatuniversitat	Salzburg	Austria	60014976
MedStar Health	Columbia	United States	60031387
Macilwain		United States	119675491
German Center for Diabetes Research (DZD)	Oberschleissheim	Germany	113130328
Emeritus of Lausanne University	Riehen	Switzerland	114328298
South China University of Technology	Guangzhou	China	60024542
Zentrum für Systemische Neurowissenschaften, Hannover	Hannover	Germany	60102533
University of Colorado School of Medicine	Denver	United States	60028421
Bijvoet Center for Biomolecular Research	Utrecht	Netherlands	60010954
Loma Linda University Medical Center	Loma Linda	United States	60030806
Solid-Chem GmbH	Bochum	Germany	109589025
Centre Hospitalier Universitaire de Nîmes	Nimes	France	60000292
Institut des Sciences Chimiques de Rennes	Rennes	France	60072944
Ctr. d'Etud. du Polymorphisme Humain	Paris	France	101012388
IRCCS Fondazione SDN	Naples	Italy	60104443
Max Planck Institute for Metabolism Research	Koln	Germany	60023626
Kyushu Central Hospital	Fukuoka	Japan	100314440
Pusan National University	Busan	South Korea	60008783
Neuroimmuno Therapeutics Research Foundation	Spartanburg	United States	106964984
Advanced Telecommunications Research Institute International (ATR)	Kyoto	Japan	60001271
Universidad de Cordoba	Cordoba	Spain	60003138
Oulun Yliopisto	Oulu	Finland	60012954
Max Delbruck Center for Molecular Medicine	Berlin	Germany	60024629
Ontario Tech University	Oshawa	Canada	60002146
Centre Hospitalier Universitaire de Nice, Hôpital l'Archet	Nice	France	60008590
Boston University School of Medicine	Boston	United States	60006385
Wellcome Trust Centre for Neuroimaging	London	United Kingdom	60084279
Weill Cornell Medicine	New York	United States	105529809
Zhengzhou Information Science Technology Institute	Zhengzhou	China	60102429
Medical Center Medical Corporation	Kobe	Japan	118938648
University of Bradford	Bradford	United Kingdom	60008524
Kobe University	Kobe	Japan	60011418
CHRISTUS Health	San Antonio	United States	116087066
Shantou University	Shantou	China	60017179
Bureau of Meteorology Australia	Melbourne	Australia	60008506
NCR Biotech Science Cluster	Faridabad	India	115289499
Baruch S. Blumberg Institute	Doylestown	United States	60108092
Max Planck Institute of Microstructure Physics	Halle	Germany	60016239
Feldbergstr. 45	Marburg	Germany	114434403
Ames Laboratory	Ames	United States	60008023
Allgemeines KrankenHaus Wien	Vienna	Austria	60026929
Guy's and St Thomas' NHS Foundation Trust	London	United Kingdom	60005518
Frederick National Laboratory for Cancer Research	Frederick	United States	112852149
Reproductive Medicine Unit	Bologna	Italy	100358672
University of Birmingham	Birmingham	United Kingdom	60019702
Nagoya Central Hospital	Nagoya	Japan	100786447
Universidad del Pais Vasco	Leioa	Spain	60027856
Drexel University College of Medicine	Philadelphia	United States	60022890
University of Helsinki Faculty of Medicine	Helsinki	Finland	60029080
Changchun University	Changchun	China	60073489
Institute of Process Engineering Chinese Academy of Sciences	Beijing	China	60027470
University of Tennessee, Knoxville	Knoxville	United States	60015574
Klinikum Niederberg	Velbert	Germany	60022003
DOSEOPTICS, LLC	Lebanon	United States	118127035
Division of Cardiology		India	100701796
Interuniversity Micro-Electronics Center at Leuven	Leuven	Belgium	60070034
RUDN University	Moscow	Russian Federation	60015024
Merck & Co., Inc.	Kenilworth	United States	60007995
Università degli Studi di Padova, Facoltà di Medicina e Chirurgia	Padua	Italy	60000160
Wadsworth Center for Laboratories and Research	Albany	United States	60010971
South London and Maudsley NHS Foundation Trust	Beckenham Kent	United Kingdom	60028884
Western Michigan University	Kalamazoo	United States	60000879
Leiden University	Leiden	Netherlands	60019816
Johns Hopkins Hospital	Baltimore	United States	60001555
University of North Dakota	Grand Forks	United States	60026161
Jikei University School of Medicine	Tokyo	Japan	60031615
University of Texas School of Public Health	Houston	United States	60012516
Colorado School of Public Health	Aurora	United States	60104705
National Institute of Child Health and Human Development	Bethesda	United States	60017777
United Healthcare	Cypress	United States	60076532
Yeungnam University	Gyeongsan	South Korea	60001170
College of Chemistry and Molecular Engineering, Peking University	Beijing	China	60103141
IBD Clinical and Research Centre		United States	122670615
the School of Chemistry of the Georgia Institute of Technology	Atlanta	Georgia	117307383
North China Electric Power University	Beijing	China	60021227
Universidade de Aveiro	Aveiro	Portugal	60024825
Sapporo Medical University	Sapporo	Japan	60020214
Universitätsklinikum Gießen  und Marburg, Standort Marburg	Marburg	Germany	60002681
Fondazione Istituto di Ricerca Pediatrica Città della Speranza	Padua	Italy	112668843
Stockholms universitet	Stockholm	Sweden	60028378
Institut de Cardiologie de Montreal	Montreal	Canada	60013278
Uzbekistan Academy of Sciences	Tashkent	Uzbekistan	60071636
China Agricultural University	Beijing	China	60013551
Sakakibara Heart Institute	Tokyo	Japan	118903996
Gifu University School of Medicine	Gifu	Japan	60002308
Institute of Petrochemistry and Catalysis of RAS	Ufa	Russian Federation	60106908
Complejo Hospitalario Universitario de Santiago	Santiago de Compostela	Spain	60002983
The Children's Hospital of Philadelphia	Philadelphia	United States	60030118
LSU Medical School		United States	112908756
University of Canterbury	Christchurch	New Zealand	60020585
Tokai Central Hospital	Kakamigahara	Japan	100644754
University Hospital Southampton NHS Foundation Trust	Southampton	United Kingdom	60000703
Wyss Center for Bio and Neuroengineering	Geneva	Switzerland	122243798
Japan National Institute of Information and Communications Technology	Koganei	Japan	60032325
University of Auckland	Auckland	New Zealand	60005686
Universitatea Babes-Bolyai din Cluj-Napoca	Cluj Napoca		60024417
University College Dublin	Dublin	Ireland	60005141
Nottingham Trent University	Nottingham	United Kingdom	60006029
Akademiska Sjukhuset	Uppsala	Sweden	60015216
Lemoore		United States	118540361
Boston Medical Center	Boston	United States	60003526
Centro Per Lo Studio E La Prevenzione Oncologica		Italy	60025357
McGill University, Douglas Mental Health University Institute	Montreal	Canada	60028492
Inter University Accelerator Centre India	New Delhi	India	60000867
Universitätsklinikum Halle und Medizinische Fakultät	Halle	Germany	60019016
National Graduate Institute for Policy Studies	Tokyo	Japan	60104344
Aristotle University of Thessaloniki	Thessaloniki	Greece	60015331
Pacific Northwest Diabetes Research Institute	Seattle	United States	60019216
University of California, Santa Cruz	Santa Cruz	United States	60024941
Kochi University	Kochi	Japan	60013623
Leibniz-Institut für Festkörper- und Werkstoffforschung Dresden	Dresden	Germany	60007746
Universite de Nantes	Nantes	France	60032006
Consejo Nacional de Investigaciones Científicas y Técnicas	Buenos Aires	Argentina	60004518
Microbial Chemistry Research Center	Tokyo	Japan	60028441
University of Utah	Salt Lake City	United States	60025488
Syddansk Universitet	Odense	Denmark	60019160
International Institute for Diabetes Education and Study		Japan	117565576
ARC Centre of Excellence in Cognition and Its Disorders	Sydney	Australia	122228797
Allergy Clinic	Genoa	Italy	122111844
Australian Catholic University	North Sydney, NSW	Australia	60010679
University Health Network University of Toronto	Toronto	Canada	60014468
National Eye Institute	Bethesda	United States	60007651
University of Johannesburg	Johannesburg	South Africa	60000717
Assmann-Foundation for Prevention	Munster	Germany	116244410
Northeast Agricultural University	Harbin	China	60026617
South Dakota State University	Brookings	United States	60014826
EMC microcollections GmbH	Tubingen	Germany	60116463
Robarts Research Institute	London	Canada	60029991
Chulalongkorn University	Bangkok	Thailand	60028190
Australian National University	Canberra	Australia	60008950
Institut d'Investigacions Biomèdiques August Pi i Sunyer - IDIBAPS	Barcelona	Spain	60010814
Kuopio University Hospital	Kuopio	Finland	60024252
Université de Neuchâtel, Institut de Physique	Neuchatel	Switzerland	60002081
School of Applied Sciences	Melbourne	Australia	109583442
Boreskov Institute of Catalysis SB RAS	Novosibirsk	Russian Federation	60026991
Linköpings universitet	Linkoping	Sweden	60009358
Swansea University	Swansea	United Kingdom	60004572
Elmhurst Hospital Center	Elmhurst	United States	60016846
Texas Heart Institute		Japan	121505909
State Key Laboratory of Heavy Oil Processing, China University of Petroleum, Beijing	Beijing	China	60103279
University of Southern Mississippi	Hattiesburg	United States	60007027
Cairo University	Cairo	Egypt	60010294
Brussels Pharmaceutical Institute	Brussels	Belgium	60070715
Ruhr-Universitat Bochum	Bochum	Germany	60005322
Academie Nationale de Médecine	Paris	France	60029741
Städtisches Klinikum Dessau	Dessau-Rosslau	Germany	60077873
CSIC - Centro de Investigación del Cancer	Salamanca	Spain	60008532
Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH	Braunschweig	Germany	60072343
Memorial University of Newfoundland	St John's	Canada	60019000
University of Nova Gorica	Nova Gorica	Slovenia	60025254
Nanjing University of Science and Technology	Nanjing	China	60010080
National Cancer Institute at Frederick	Frederick	United States	60027053
The Nelson R. Mandela Medical School	Durban	South Africa	60017135
University of Hawaii at Manoa	Honolulu	United States	60013791
Lanzhou University of Technology	Lanzhou	China	60025945
Human Gene Therapy Clinical Development		Germany	122726023
Zhejiang Provincial Key Laboratory of Agricultural Resources and Environment	Hangzhou	China	117807319
Steering Committee		Japan	112494581
University of Surrey	Guildford	United Kingdom	60021097
Yakin Doğu Üniversitesi	Nicosia	Turkey	60006471
Istituto di Fisiologia Clinica del CNR	Pisa	Italy	60009071
Hartford Hospital	Hartford	United States	60018395
Westerdijk Fungal Biodiversity Institute	Utrecht	Netherlands	118241910
Wroclaw Medical University	50-367 Wrocław	Poland	60007108
Università degli Studi di Trento	Trento	Italy	60015986
Indian Institute of Technology Madras	Chennai	India	60025757
University of Waterloo	Waterloo	Canada	60014171
Institut Langevin Ondes et Images	Paris	France	60105746
Institute For Cancer Prevention	New York	United States	60033121
Athens General Hospital	Athens	Greece	60069142
Yokohama City University School of Medicine	Yokohama	Japan	60010998
Fortis Healthcare Ltd.	Gurugram	India	60097512
Tokyo University of Technology	Hachioji	Japan	60028013
Fermi National Accelerator Laboratory	Batavia	United States	60013881
Istituto Nazionale di Fisica Nucleare, Sezione di Firenze	Sesto Fiorentino	Italy	60113678
Universitetet i Bergen	Bergen	Norway	60029622
Institut de Física d'Altes Energies, Bellaterra	Cerdanyola del Valles	Spain	60019232
Karlsruher Institut fuer Technologie	Karlsruhe	Germany	108908307
University of California, Riverside	Riverside	United States	60029526
Emanuel Institute of Biochemical Physics, Russian Academy of Sciences	Moscow	Russian Federation	60096196
Academia Sinica, Institute Of Physics	Taipei	Taiwan	60017396
University of Oregon	Eugene	United States	60012317
University of Victoria	Victoria	Canada	60003122
Istituto Nazionale di Fisica Nucleare, Sezione di Bologna	Bologna	Italy	60114720
National Sun Yat-Sen University Taiwan	Kaohsiung	Taiwan	60011357
University of New Mexico	Albuquerque	United States	60033021
The University of Warwick	Coventry	United Kingdom	60022020
University of Colorado at Boulder	Boulder	United States	60000221
University at Albany State University of New York	Albany	United States	60011666
Rutherford Appleton Laboratory		United Kingdom	60023254
IN2P3 Institut National de Physique Nucleaire et de Physique des Particules	Paris	France	60025995
Technion - Israel Institute of Technology	Haifa	Israel	60022403
University of Oklahoma	Norman	United States	60030931
University of Kansas, Lawrence	Lawrence	United States	60015457
Jilin Normal University	Siping	China	60016112
Istituto Nazionale di Fisica Nucleare - INFN	Rome	Italy	60021660
Stanford Linear Accelerator Center	Menlo Park	United States	60025590
Technische Universität Clausthal	Clausthal-Zellerfeld	Germany	60021841
High Energy Accelerator Research Organization, Tsukuba	Tsukuba	Japan	60003218
Brandeis University	Waltham	United States	60016247
Institut fiziki vysokikh energii	Protvino	Russian Federation	60068675
Brunel University London	Uxbridge	United Kingdom	60020623
LIGO Hanford Observatory	Richland	United States	60004285
Stony Brook University	Stony Brook	United States	60026415
Istituto Nazionale di Fisica Nucleare, Sezione di Roma Tor Vergata	Rome	Italy	60114688
Louisiana Tech University	Ruston	United States	60016251
Sunway University	Selangor	Malaysia	60107208
Moscow Institute of Physics and Technology	Moscow	Russian Federation	60000308
Southern Methodist University	Dallas	United States	60017536
Istituto Nazionale di Fisica Nucleare, Sezione di Trieste	Trieste	Italy	60114764
Renatastr. 30	Munich	Germany	119234240
Hefei National Laboratory for Physical Sciences at Microscale	Hefei	China	60089931
Inst. f. Anorg. Chemie	Karlsruhe	Germany	117144571
Max Planck Institut  für Physik (Werner-Heisenberg-Institut)	Munich	Germany	60008743
Istituto Nazionale di Fisica Nucleare, Sezione di Genova	Genoa	Italy	60114732
Alikhanov Institute for Theoretical and Experimental Physics	Moscow	Russian Federation	60018710
Centre for Sight	Hyderabad	India	113942280
University of Central Florida	Orlando	United States	60022144
A-Star, Institute of Microelectronics	Singapore City	Singapore	60032754
Queen Mary, University of London	London	United Kingdom	60022109
Universite Grenoble Alpes	Saint Martin d'Heres	France	60104653
Kyoto University of Education	Kyoto	Japan	60022797
Bayer Corporation, USA	Whippany	United States	60025574
University of the Ryukyus	Nakagami District	Japan	60027792
Lancaster University	Lancaster	United Kingdom	60023643
University of Montreal	Montreal	Canada	60009507
Royal Holloway University of London	Egham	United Kingdom	60020595
University of Zurich	Zurich	Switzerland	60012614
Université Savoie Mont Blanc	Chambery	France	60019513
Hong Kong University of Science and Technology	Hong Kong	Hong Kong	60008592
Niels Bohr Institute	Copenhagen	Denmark	60017041
Joint Institute for Nuclear Research, Dubna	Dubna	Russian Federation	60004764
University of Ferrara	Ferrara	Italy	60024690
Northern Illinois University	DeKalb	United States	60009550
Rensselaer Polytechnic Institute	Troy	United States	60025534
Università degli Studi di Bari	Bari	Italy	60022778
Tomsk State University	Tomsk	Russian Federation	60016896
KU Leuven– University Hospital Leuven	3000 Leuven	Belgium	60031069
Baylor University Medical Center at Dallas	Dallas	United States	60031742
Demokritos National Centre for Scientific Research	Athens	Greece	60001104
TU Dortmund University	Dortmund	Germany	60032991
Oklahoma State University - Stillwater	Stillwater	United States	60006514
Ecole Nationale Superieure d'Ingenieurs de Caen	Caen	France	60017281
Politecnico di Bari	Bari	Italy	60027299
Ceské vysoké ucení technické v Praze	Prague	Czech Republic	60013323
AGH University of Science and Technology	Krakow MP	Poland	60017351
The University of Georgia	Athens	United States	60029747
Fred Lawrence Whipple Observatory	Amado	United States	60008483
Istituto Nazionale di Fisica Nucleare, Sezione di Bari	Bari	Italy	60114715
Institut fur Hochenergiephysik	Vienna	Austria	60025205
Novosibirsk State University	Novosibirsk	Russian Federation	60002049
University of Texas at Dallas	Richardson	United States	60009415
Institute of High Energy Physics Chinese Academy of Science	Beijing	China	60027631
Bayer AG	Leverkusen	Germany	60006680
Max Planck Institut für Chemische Physik fester Stoffe	Dresden	Germany	60003451
Istituto Nazionale di Fisica Nucleare, Sezione di Milano	Milan	Italy	60114755
Simon Fraser University	Burnaby	Canada	60018491
Istituto Nazionale Di Fisica Nucleare, Sezione di Padova	Padua	Italy	60110942
TRIUMF	Vancouver	Canada	60000731
INFN, Laboratori Nazionali Di Frascati	Frascati	Italy	60016340
The Oskar Klein Centre	Stockholm	Sweden	108063014
Universidad Técnica Federico Santa María	Valparaíso	Chile	60007087
Karlsruhe Institute of Technology	Karlsruhe	Germany	60102538
Centro Fermi	Rome	Italy	60073813
Universität Rostock	Rostock	Germany	60003615
Università degli Studi di Genova	Genoa	Italy	60025153
University of Durham	Durham	United Kingdom	60022175
Instituto de Física La Plata (CONICET- Universidad Nacional de La Plata)	La Plata	Argentina	60110313
Centre de Physique des Particules de Marseille	Marseille	France	60107094
Syracuse University	Syracuse	United States	60030551
Universität Siegen	Siegen	Germany	60024260
Universität Hamburg	Hamburg	Germany	60028229
Narodowe Centrum Badań Jądrowych, Otwock	Otwock	Poland	60113625
Nanyang Technological University	Singapore City	Singapore	60005510
Istituto Nazionale di Fisica Nucleare, Sezione di Torino	Turin	Italy	60114686
University of Notre Dame	Notre Dame	United States	60021508
Fiber Optics Research Center of the Russian Academy of Sciences	Moscow	Russian Federation	60095544
Paul Scherrer Institut	Villigen	Switzerland	60020195
Tsung-Dao Lee Institute	Shanghai	China	118113502
Prous Science	Barcelona	Spain	60003781
Universidad Antonio Nariño	Bogota	Colombia	60103734
Universidad de Oviedo	Oviedo	Spain	60006793
Abbott			122073176
University of Ljubljana	Ljubljana	Slovenia	60031106
Istituto Nazionale di Fisica Nucleare, Sezione di Napoli	Naples	Italy	60113231
Universidad Autónoma de Madrid	Madrid	Spain	60026796
Istituto Nazionale di Fisica Nucleare, Sezione di Pavia	Pavia	Italy	60114685
Petersburg Nuclear Physics Institute (PNPI)	Gatchina	Russian Federation	60014977
Philipps-Universität Marburg	Marburg	Germany	60012556
Universite d' Auvergne Clermont-FD 1	Clermont-Ferrand	France	60004135
Forschungslaboratorium der Ondal GmbH.		Germany	100497888
Università degli Studi Roma Tre	Rome	Italy	60012630
Faculdade de Ciências, Universidade de Lisboa	Lisbon	Portugal	60002769
The Lancet	London	United Kingdom	60029753
Universite Catholique de Louvain	Louvain-la-Neuve	Belgium	60000874
Hiroshima Institute of Technology	Hiroshima	Japan	60019716
Istanbul Bilgi Üniversitesi	Istanbul	Turkey	60009715
Panepistimion Ioanninon	Ioannina	Greece	60004716
Eötvös Loránd University	Budapest	Hungary	60025187
Joint Institute for High Temperatures of the Russian Academy of Sciences	Moscow	Russian Federation	60017889
Charles University	Prague Praha	Czech Republic	60016605
Centro de Investigaciones Energeticas, Medioambientales y Tecnologicas	Madrid	Spain	60005233
Technische Universität Darmstadt	Darmstadt	Germany	60011226
Tagworks Pharmaceuticals	Nijmegen	Netherlands	120021602
Fukuoka Institute of Technology	Fukuoka	Japan	60009108
Bogaziçi Üniversitesi	Istanbul	Turkey	60005803
Max Planck Institut für Radioastronomie	Bonn	Germany	60001754
Institute Ruder Boskovic	Zagreb	Croatia	60000961
Institut za nuklearne nauke Vinca	Belgrade	Serbia	60068792
President of the International Council of Ophthalmology	Ghent	Belgium	100725060
Max Planck Institute for the Science of Light	Erlangen	Germany	60104272
Institute of Experimental Physics Slovak Academy of Sciences	Kosice	Slovakia	60013982
Sofia University St. Kliment Ohridski	Sofia	Bulgaria	60019878
Machine Intelligence Research Labs - MIR Labs		Czech Republic	108276001
University of Mississippi	University	United States	60010491
Univerzita Palack&eacute;ho v Olomouci	Olomouc	Czech Republic	60003367
National Institute of Science Education and Research	Bhubaneswar	India	60105512
Ankara Üniversitesi	Ankara	Turkey	60012603
Meijo University	Nagoya	Japan	60027762
National Cheng Kung University	Tainan	Taiwan	60014982
University of Rochester	Rochester	United States	60027165
Institute for Nuclear Research of the Russian Academy of Sciences	Moscow	Russian Federation	60031546
Indian Institute of Science Education and Research, Pune	Pune	India	60103628
Universita del Salento	Lecce	Italy	60024353
Horia Hulubei National Institute of Physics and Nuclear Engineering	Bucharest		60007512
University of Kansas Medical Center	Kansas City	United States	60007828
Henryk Niewodniczanski Institute of Nuclear Physics of the Polish Academy of Sciences	Krakow	Poland	60027337
Institute of Physics Chinese Academy of Sciences	Beijing	China	60012820
Terasaki Foundation Laboratory	Los Angeles	United States	60028091
University of Cambridge Institute of Astronomy	Cambridge	United Kingdom	60019598
CNRS Centre National de la Recherche Scientifique	Paris	France	60008134
Saha Institute of Nuclear Physics	Kolkata	India	60029551
Nagasaki Institute of Applied Science	Nagasaki	Japan	60004680
Muta Hospital	Fukuoka	Japan	101833648
Universidad de Buenos Aires	Buenos Aires	Argentina	60001563
Landwirtschaftliche Forschungsanstalt Büntehof	Hannover	Germany	100322949
Saint Vincent Hospital Worcester	Worcester	United States	60019346
Nature	London	United Kingdom	100355525
Osaka Rosai Hospital	Sakai	Japan	60014073
Università degli Studi di Pavia	Pavia	Italy	60015197
Istituto Nazionale di Fisica Nucleare, Sezione di Catania	Catania	Italy	60114717
Iranian Research Institute for Fundamental Sciences	Tehran	Iran	60017853
Hadassah University Medical Centre	Jerusalem	Israel	60000087
Institute for Safe Medication Practices	Huntingdon Valley	United States	60023027
Hangzhou Dianzi University	Hangzhou	China	60013614
Rikshospitalet-Radiumhospitalet HF	Oslo	Norway	60026108
Budker Institute of Nuclear Physics of the Siberian Branch of the RAS	Novosibirsk	Russian Federation	60023579
Universidad de Granada	Granada	Spain	60027844
Laboratoire de Physique Subatomique et de Cosmologie de Grenoble	Grenoble	France	60026070
Saint Francis Xavier University	Antigonish	Canada	60032048
